# Flux, Flux std, Time, Time std, x-centroid, x-centroid std, y-centroid, y-centroid std, x-PSF width, x-PSF width std, y-PSF width, y-PSF width std, bg flux, bg flux std, bg flux err, bg flux err std]
5.882708113160572339e+02 5.140724385383651729e+00 5.739282646325370297e+04 4.242208890217348104e-04 1.493665609794436833e+01 2.016749553411084986e-02 1.468393845831055700e+01 3.627618863361352364e-02 7.357986958671314248e-01 8.494279487391438385e-03 6.695062589915717899e-01 9.719358654760095959e-03 1.545118308067321777e+01 2.752013277418809523e+00 2.199199842832308605e+01 6.725966767659332213e+00
5.988686376469678407e+02 4.719138327065627969e+00 5.739282486985370633e+04 4.242208890217348104e-04 1.439674783045350281e+01 4.386464959048499979e-02 1.656753740882808046e+01 4.258132241361487630e-02 6.938190889549387119e-01 6.681650907172780041e-02 7.668327021478482663e-01 5.792124709514955699e-02 1.611430168151855469e+01 2.658158225397559526e+00 5.707044881165164441e+01 1.733424294364539930e+00
6.074027760803352294e+02 5.250902157465561437e+00 5.739282294515370450e+04 4.242208890217348104e-04 1.515240950117257768e+01 1.476889781357745672e-02 1.513791595319970895e+01 1.270821439595817490e-02 7.073407501221513627e-01 6.687248675029891162e-03 6.636180246192218135e-01 8.388099404002527168e-03 1.673364257812500000e+01 2.911829514594732604e+00 2.541674172071870075e+01 7.698811791131064952e-01
6.046658392584303101e+02 4.350526280786021438e+00 5.739281695525370742e+04 4.242208890217348104e-04 1.516086083193178347e+01 1.401137104597687151e-02 1.513322941962645807e+01 1.136226819237195519e-02 7.100461856851547626e-01 6.057203835724372237e-03 6.599791587137731064e-01 6.766265662884279192e-03 1.664266490936279297e+01 2.617108848130530241e+00 2.514331905042968174e+01 7.547898624931507205e-01
6.057828568361669568e+02 5.470696974028329329e+00 5.739281246235370782e+04 4.242208890217348104e-04 1.514856685073195308e+01 1.664272844196360707e-02 1.513709238949996916e+01 1.114872885208717003e-02 7.050906773771312697e-01 6.502160951772983227e-03 6.601742521331490643e-01 7.414366965500043122e-03 1.649382019042968750e+01 2.863060477055584752e+00 2.526777936718910667e+01 1.040200582762066173e+00
6.056042085802664587e+02 5.396975683960490322e+00 5.739280497475370794e+04 4.242208890217348104e-04 1.515619392581464453e+01 1.443283988064620812e-02 1.512195129142287797e+01 1.737809032355154895e-02 7.107890633696414273e-01 7.122514849411090004e-03 6.561398927440640350e-01 1.191987969186075573e-02 1.638146257400512695e+01 2.702110245753198026e+00 2.511394112255614175e+01 7.350581593292869753e-01
6.049385683582989941e+02 5.744715402857724307e+00 5.739278550655370782e+04 4.242208890217348104e-04 1.515708470785515871e+01 1.644269218866746887e-02 1.512493738607964744e+01 1.363012072308142190e-02 7.092128936173114351e-01 6.832920639856021605e-03 6.538538386126470092e-01 8.792611068291131954e-03 1.661629819869995117e+01 2.916046028550872471e+00 2.520401057317609173e+01 8.363088960049209764e-01
6.045004486994318995e+02 5.302011684512436318e+00 5.739277652115370438e+04 4.242208890217348104e-04 1.515204466415562123e+01 9.942574731447313338e-03 1.514559370068039357e+01 1.392558659946184496e-02 7.054144167857363534e-01 5.692427664903284244e-03 6.669456214036419972e-01 9.864219978947121742e-03 1.673530960083007812e+01 2.985854983810513286e+00 2.526567317501901400e+01 7.821143716844362048e-01
6.043821449026943355e+02 4.735668808336499502e+00 5.739277502365370310e+04 4.242208890217348104e-04 1.515883560752325820e+01 1.228599952174064258e-02 1.514889721788670585e+01 1.345842914021459953e-02 7.096250872244818098e-01 5.465365119888913707e-03 6.683184293756871952e-01 8.460823014956198734e-03 1.657255840301513672e+01 2.819105994852648234e+00 2.549317450277566266e+01 8.620842214515664903e-01
6.040197796625693627e+02 5.484681390611021889e+00 5.739277053115370654e+04 4.242208890217348104e-04 1.516306438976527105e+01 1.318387564758895930e-02 1.514783337899181070e+01 1.480466962792002621e-02 7.091403982122486127e-01 6.835337937665999022e-03 6.678639957544066919e-01 9.728321478069188247e-03 1.648356485366821289e+01 2.889682347966627152e+00 2.531668821696025518e+01 7.899194035155313598e-01
